Model,price,RAM,Processor,Operating System,Storage,Display Size
Lenovo Legion 5 Pro Intel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,"₹1,23,890",32 GB LPDDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS Zenbook 14 Flip OLED (2023) Intel EVO P-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Ho...,"₹1,23,667",16 GB LPDDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,23,667",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
Acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,23,550",32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and ...,"₹1,21,990",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
HP Spectre Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) ef0052TU Notebook,"₹1,21,900",16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display
"ASUS Vivobook Pro 15 OLED (2023) For Creator, Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Wind...","₹1,20,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
ASUS ROG Strix G15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFo...,"₹1,20,890",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,45.72 cm (18 Inch) Display
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti...,"₹1,19,999",16 GB DDR4 RAM,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,"₹1,19,990",16 GB Unified Memory RAM,Apple M1 Pro Processor,Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,"₹1,19,990",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,"₹1,19,990",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Touchscreen Display
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/144 Hz) K...,"₹1,19,990",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 inch) Display
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,19,990",16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display
APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEP3HN/A,"₹1,19,990",32 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro) Yoga ITL 20WEA00WIH 2 in 1 Laptop,"₹1,19,888",16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,512 GB SSD,35.56 cm (14 Inch) Display
Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop,"₹1,18,790",16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) U...,"₹1,17,990",16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Carbon 13ITL5 Thin an...,"₹1,17,991",16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,512 GB SSD,34.04 cm (13.4 Inch) Touchscreen Display
GIGABYTE Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RTX 4060) AOR...,"₹1,16,990",16 GB LPDDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
Lenovo Yoga Slim 7 Carbon Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 13IAP7 Thin an...,"₹1,16,990",16 GB Unified Memory RAM,Apple M1 Pro Processor,Mac OS Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) x360-b...,"₹1,16,490",16 GB Unified Memory RAM,Apple M1 Pro Processor,Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Victus Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ...,"₹1,16,463",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
ASUS Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402VAKN741WS Laptop,"₹1,16,000",32 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
HP OMEN Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX...,"₹1,15,999",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,"₹1,15,990",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series Core i7 12th Gen - (16 GB/512 GB SSD/Wind...,"₹1,15,990",32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9305 Thin and Light Laptop,"₹1,15,790",32 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,41.15 cm (16.2 inch) Display
ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX...,"₹1,15,600",16 GB LPDDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360...,"₹1,15,500",16 GB LPDDR5 RAM,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
Lenovo Core i5 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) TB15 G4 IAP Thin and Light Laptop,"₹1,15,200",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 inch) Display
Lenovo Thinkpad E series Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Pro) TPE14G4 Business Laptop,"₹1,15,000",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display
ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,14,990",16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13Evo A13M-063IN Thin and Light Lapto...,"₹1,14,990",16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Ho...,"₹1,14,990",32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,14,990",32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
MSI Core i7 12th Gen - (8 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) Katana 17 B12VFK-668IN Laptop,"₹1,14,990",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
Acer Swift X Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050T...,"₹1,14,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,14,990",16 GB DDR4 RAM,Intel Core i9 Processor (8th Gen),64 bit Windows 10 Operating System,1 TB SSD,36.07 cm (14.2 inch) Display
DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,"₹1,14,990",16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,36.07 cm (14.2 inch) Display
ASUS Zenbook S 13 OLED Ryzen 7 Octa Core 6800U - (16 GB/1 TB SSD/Windows 11 Home) UM5302TA-LX702WS Thi...,"₹1,14,990",16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo LOQ Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060)...,"₹1,14,990",16 GB DDR4 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
MSI Bravo Series Ryzen 7 Octa Core Ryzen 7 7735HS 7th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,"₹1,13,990",32 GB DDR4 RAM,Intel Core i9 Processor (11th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) ...,"₹1,13,990",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Thin and Light Laptop,"₹1,13,104",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS Zenbook 14 Flip Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home) UN5401QA-KN701WS 2 in ...,"₹1,12,990",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
MSI GP Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,"₹1,12,990",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Display
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,"₹1,12,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,36.83 cm (14.5 Inch) Touchscreen Display
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz...,"₹1,12,390",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
HP OMEN 15 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,12,000",32 GB DDR4 RAM,Intel Core i7 Processor (13th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-ew0...,"₹1,11,490",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
SAMSUNG Galaxy Book2 Pro 360 Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Pro) NP950QED-K...,"₹1,10,990",16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,"₹1,10,990",32 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9315 Thin and Light Laptop,"₹1,10,490",32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga Slim 7 14ITL05b ...,"₹1,10,000",32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/W...","₹1,09,990",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,"₹1,09,990",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹1,09,990",32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Touchscreen Display
ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and...,"₹1,09,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹1,09,990",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/W...","₹1,09,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,"₹1,09,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A,"₹1,09,990",16 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,"₹1,09,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
ASUS Zenbook 14 Flip OLED (2023) Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Ho...,"₹1,09,990",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
Acer Predator Helios 300 Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹1,09,990",16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,2 TB SSD,39.62 cm (15.6 inch) Display
ASUS Vivobook Pro 14X OLED with ASUS DialPad Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home...,"₹1,09,990",16 GB DDR4 RAM,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Prestige 14Evo B13M-279IN Thin and Light Lapto...,"₹1,09,990",16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
HP Victus Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"₹1,09,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Acer Nitro 5 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics...,"₹1,09,900",32 GB DDR4 RAM,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 7420 Thin and Light ...,"₹1,09,790",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
DELL 7000 Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 7420...,"₹1,09,790",16 GB LPDDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 inches) Display
DELL Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,"₹1,09,490",16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB SSD,"Steel Series Engine 3, Matrix Display (Extend), VR Ready, Cooler Boost 5, Per-Key RGB gaming keyboard by Steelseries, Hi-Res Audio, Nahimic 3, Thin Bezel, 240Hz Panel, WiFi 6E, Discrete Graphics Mode, Speaker Tuning Engine, 2.5Gb"
DELL Latitude 14 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 3420 Business Laptop,"₹1,09,400",16 GB DDR4 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Spectre Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-ea0538TU Thin and Light Lapt...,"₹1,09,000",16 GB DDR4 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) Latitude 5420 Business Laptop,"₹1,09,000",16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
DELL XPS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) XPS 13 9305 Thin and Light Laptop,"₹1,08,990",16 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,103.23 cm (40.64 cm) Display
DELL Inspiron Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,"₹1,08,500",8 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UP3404VA 2 in 1 Laptop,"₹1,08,332",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
HP HP Envy Ryzen 7 Octa Core 4700U - (16 GB/1 TB SSD/Windows 10 Home) 13-ay0508au Thin and Light Lapto...,"₹1,08,000",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,45.72 cm (18 inch) Display
Acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹1,08,000",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display
Acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹1,08,000",64 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,4 TB SSD,40.89 cm (16.1 Inch) Display
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,"₹1,07,990",64 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,2 TB SSD,40.89 cm (16.1 Inch) Display
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹1,07,910",64 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
MSI Bravo 15 Ryzen 7 Octa Core Ryzen 7 7735HS 7th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/...,"₹1,07,000",32 GB DDR5 RAM,AMD Ryzen 9 16 Core Processor,Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Touchscreen Display
HP OMEN Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 16...,"₹1,07,000",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,4 TB SSD,35.56 cm (14 Inch) Display
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"₹1,06,990",32 GB LPDDR5 RAM,Intel Core i9 Processor (13th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM751WS Thin and Light Laptop,"₹1,06,990",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 inch) Display
ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UP3404VAKN543WS 2 in 1 Laptop,"₹1,06,990",32 GB DDR5 RAM,AMD Ryzen 9 16 Core Processor,Windows 11 Operating System,2 TB SSD,35.56 cm (14 Inch) Touchscreen Display
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹1,06,990",64 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
ASUS Zenbook Flip 14 OLED Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UP5401Z...,"₹1,06,000",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home...,"₹1,05,990",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,"₹1,05,990",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,2 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
ASUS Zenbook 14 ScreenPad Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics...,"₹1,05,990",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB HDD|1 TB SSD,35.56 cm (14 inch) Display
