company_name,world_rank,headquarter,market cap(Billion USD),business_sector
SUMITOMO CORPORATION,724,Japan,24.348,"Healthcare, Biotechnology, Biopharmaceutical, Pharmaceutical"
BIONTECH SE,725,Germany,24.323,"Technology, Electronics, Semiconductors"
MONOLITHIC POWER SYSTEMS,726,USA,24.149,"Financial Services, Banking Services, Insurance, Asset Management, Securities"
FUBON FINANCIAL HOLDING,727,Taiwan,24.142,"Technology, Semiconductors, Product Testing Services"
ADVANTEST CORPORATION,728,Japan,24.126,"Real Estate, Construction, Property Investments, Infrastructure, Construction"
CHINA OVERSEAS LAND AND INVESTMENT,729,Hong Kong,24.106,"Travel and Transport, Hotels, Tourism, Internet or Mobile App Based Business, Business Services"
TRIP.COM GROUP,730,China,24.098,"Communication Services, Telecom, Mobile Services, Internet Providers, Television Services"
TELUS CORPORATION,731,Canada,24.069,"Healthcare, Pharmacy, Healthcare Service, Retail, HealthCare Products"
WALGREENS BOOTS ALLIANCE,732,USA,24.06,"Real Estate, Commercial Properties, Infrastructure, Logistics, Construction"
GOODMAN GROUP,733,Australia,24.044,"Communication Services, Software and IT, Technology, Video Games / Mobile Games / Tech Games / Casino Games, Entertainment"
TAKE-TWO INTERACTIVE SOFTWARE,734,USA,23.985,"Real Estate, Financial Services, Commercial Properties, Investments, Property Investments"
CBRE GROUP,735,USA,23.974,"Technology, Cameras & Accessories, Medical Equipment, Audio & Video Systems, Printers"
CANON,736,Japan,23.937,"Industries, Consumer Services, Business Services, Financial Services, Software and IT"
EQUIFAX,737,USA,23.915,"Utilities, Electric Utilities"
ENBW ENERGIE BADEN-WURTTEMBERG AG,738,Germany,23.881,"Alcoholic Beverages, Beverages, Beer"
HEINEKEN HOLDING,739,Netherlands,23.845,"Basic Materials, Mining, Gold Mining, Metals, Precious Metals"
AGNICO EAGLE MINES,740,Canada,23.829,"Dairy Products, Beverages, Non-Alcoholic Beverages, FMCG, Package Foods"
INNER MONGOLIA YILI INDUSTRIAL GROUP,741,China,23.791,"Financial Services, Banking Services"
SKANDINAVISKA ENSKILDA BANKEN AB (PUBL.),742,Sweden,23.78,"Retail, Super Markets"
MERCADONA,742,USA,23.774,"Industries, Escalators, Elevators, Building Automation, Capital Goods"
SCHINDLER HOLDING AG,743,Switzerland,23.742,"Automobile, Electric Vehicles, Batteries, Sports Vehicles, Trucks"
RIVIAN AUTOMOTIVE INC,744,USA,23.705,"Technology, Software and IT, Software Outsourcing Services, Software Consulting Services, Technology"
WIPRO,745,India,23.685,"Financial Services, Insurance"
PICC PROPERTY AND CASUALTY COMPANY,746,China,23.644,"Utilities, Energy, Electricity Generation, Power Generation, Electric Utilities"
SAUDI ELECTRICITY COMPANY,747,Saudi Arabia,23.596,"Utilities, Electric Utilities, Gas Utilities, Water Utilities, Energy"
EVERSOURCE ENERGY,748,USA,23.582,"Technology, Software and IT, Software Products, Consumer Services"
CDW CORPORATION,749,USA,23.547,"Healthcare, Biopharmaceutical, Biotechnology, Technology, HealthCare Products"
SARTORIUS STEDIM BIOTECH,750,Germany,23.523,"Industries, Railway, Rail Transport, Railway Operating Company, Transportation"
CENTRAL JAPAN RAILWAY COMPANY,751,Japan,23.522,"Banking Services, Financial Services"
NATIONAL BANK OF KUWAIT,752,Kuwait,23.498,"Industries, Engineering Products, Machinery Manufacturing, Metal Products Manufacturing, Technology"
SANDVIK AB,753,Sweden,23.464,"Communication Services, Internet or Mobile App Based Business, Software and IT, Software Products, Technology"
NAVER CORPORATION,754,South Korea,23.456,"Technology, Mobiles, Mobiles & Accessories, Telecom Equipment, Network Hardware and Software"
ZTE CORPORATION,755,China,23.408,Plastics / Plastic Products
"A. SCHULMAN, INC.",756,USA,23.365,"Restaurants, Food Service, Retail, Consumer Services, Entertainment"
YUM CHINA HOLDINGS,757,China,23.344,"Technology, Semiconductors"
ASM INTERNATIONAL NV,758,Netherlands,23.238,"Communication Services, Telecom, Mobile Services, Internet Providers, Utilities"
TELEFONICA SA,759,Spain,23.233,"Energy, Oil and Gas"
CHENIERE ENERGY PARTNERS,760,USA,23.21,"Financial Services, Investments, Asset Management"
3I GROUP,761,UK,23.164,"Healthcare, Pharmaceutical, HealthCare Products, Biopharmaceutical, Biotechnology"
ALNYLAM PHARMACEUTICALS,762,USA,23.146,"Automobile, Cars, Commercial Vehicles, Passenger Vehicles"
SAIC MOTOR CORPORATION,763,China,23.136,"Financial Services, Stock Markets, Trading, Capital Markets, Trading, Investments"
NASDAQ,764,USA,23.121,"Utilities, Electricity Generation, Power Generation, Electric Utilities, Utilities"
NTPC,765,India,23.036,"Industries, Railway Operating Company, Infrastructure, Construction, Real Estate"
CHINA RAILWAY GROUP,766,China,22.976,"Industries, Railway, Railway Operating Company, Rail Transport, Transportation"
KANSAS CITY SOUTHERN,766,USA,22.924,"Real Estate, Property Investments, Investments, Wood Products, Consumer Services"
WEYERHAEUSER COMPANY,767,USA,22.922,"Real Estate, Property Investments, Investments, Consumer Services"
EQUITY RESIDENTIAL,768,USA,22.879,"eCommerce, Retail, Consumer Services, Agriculture Machinery"
TRACTOR SUPPLY COMPANY,769,USA,22.852,"Healthcare, Pharmaceutical, HealthCare Products"
ZHANGZHOU PIENTZEHUANG PHARMACEUTICAL. LTD,770,China,22.822,"Technology, Financial Services, Banking Services, Artificial Intelligence, Big Data"
WEBANK,770,China,22.817,"Industries, Railway, Railway Vehicles and Railway Components"
CRRC CORPORATION,771,China,22.796,"Healthcare, Software and IT, Technology, HealthCare Products, Healthcare Service"
CERNER CORPORATION,772,USA,22.739,"Basic Materials, Chemicals"
ALBEMARLE CORPORATION,772,USA,22.721,"Communication Services, Telecom, Mobile Services, Fixed Line Service, Internet Providers"
PT TELEKOMUNIKASI INDONESIA TBK,773,Indonesia,22.694,"Energy, Oil and Gas, Petrochemicals, Utilities, Oil Refining"
FORMOSA PETROCHEMICAL CORPORATION,774,Taiwan,22.653,"Travel and Transport, Marine Transportation, Transportation, Consumer Services, Leisure"
CARNIVAL CORPORATION,775,USA,22.614,"Technology, Software and IT, Computers and Components, Computers Hardware, Software Products"
FUJITSU,776,Japan,22.555,"Industries, Construction, Infrastructure, Transportation, Waste and Trash Management"
FERROVIAL,777,Spain,22.54,"Financial Services, Banking Services, Wealth Management, Asset Management, Stock Markets, Trading, Capital Markets"
BANCO BTG PACTUAL,778,Brazil,22.535,"Real Estate, Construction"
POLY DEVELOPMENTS AND HOLDINGS GROUP,779,China,22.508,"eCommerce, Technology, Business Services, Retail, Internet or Mobile App Based Business"
EBAY,780,USA,22.42,"Food Products, FMCG, Consumer Non Durables, Package Foods"
MCCORMICK & COMPANY,781,USA,22.419,"Retail, Super Markets, Hypermarkets, Convenience Stores, Consumer Services"
TESCO,782,UK,22.411,"Media, News Papers / Magazines, Television Services, Communication Services, Software and IT"
HEARST COMMUNICATIONS,783,USA,22.383,"Technology, Healthcare Service, Internet or Mobile App Based Business, Hospitals"
JD HEALTH INTERNATIONAL INC,783,China,22.316,"Food Products, FMCG, Package Foods"
GRUPO BIMBO,784,Mexico,22.292,"Healthcare, Medical Equipment, HealthCare Products"
TERUMO CORPORATION,785,Japan,22.263,"Real Estate, Cell Towers Infrastructure, Infrastructure, Telecom, Real Estate"
SBA COMMUNICATIONS CORPORATION,786,USA,22.251,"Industries, Infrastructure, Airports Operating"
AENA S.M.E,787,Spain,22.239,"Utilities, Electricity Generation, Power Generation, Electric Utilities, Natural Gas Generation"
SSE PLC,788,UK,22.227,"Real Estate, Construction"
CHINA VANKE,789,China,22.215,"Industries, Conglomerate, Telecom, Energy, Infrastructure"
CK HUTCHISON HOLDINGS,790,Hong Kong,22.196,"eCommerce, Internet or Mobile App Based Business, Technology, Retail, Software and IT"
FLIPKART,790,India,22.194,"Healthcare, Medical Equipment, Pharmaceutical, HealthCare Products"
BAXTER INTERNATIONAL,791,USA,22.185,"Gaming, Software and IT, Video Games / Mobile Games / Tech Games / Casino Games, Entertainment, Leisure"
ROBLOX CORP,792,USA,22.181,"FMCG, Home Care Products, Home Cleaning Accessories, Personal Care Products, Consumer Non Durables"
CHURCH & DWIGHT,793,USA,22.121,"Utilities, Power Generation, Electricity Generation, Coal Mining, Hydro-Electric Power"
CEZ A. S,794,Czech Republic,21.975,"Financial Services, Banking Services"
CHINA EVERBRIGHT BANK COMPANY,795,China,21.955,"Utilities, Electric Utilities, Telecom"
COMPANHIA PARANAENSE DE ENERGIA - COPEL,796,Brazil,21.934,"eCommerce, Internet or Mobile App Based Business, Technology"
ALLEGRO,796,Poland,21.929,"Financial Services, Banking Services"
MALAYAN BANKING BERHAD,797,Malaysia,21.893,"Communication Services, Telecom, Mobile Services, Fixed Line Service, Television Services"
CHINA UNITED NETWORK COMMUNICATIONS,798,Hong Kong,21.89,"Basic Materials, Iron and Steel, Mining, Metals, Metal Fabrication Products"
ARCELORMITTAL,799,Luxembourg,21.848,"Automobile Parts, Tyres, Automobile"
MICHELIN,800,France,21.836,"Financial Services, Internet or Mobile App Based Business, Technology"
JD DIGITS,801,China,21.824,"Robotics, Automation"
SYMBOTIC INC.,801,USA,21.798,"Basic Materials, Iron and Steel, Metals, Mining, Manufacturing"
JSW STEEL,802,India,21.798,"Communication Services, Telecom, Media, Mobile Services, Fixed Line Service"
ROGERS COMMUNICATIONS,803,Canada,21.795,"Healthcare, Healthcare Service, Technology, Biopharmaceutical, Biotechnology"
WUXI BIOLOGICS (CAYMAN),804,China,21.757,"Utilities, Electric Utilities, Gas Utilities, Energy"
DTE ENERGY COMPANY,805,USA,21.745,"Technology, Software and IT, Software Products, Software Consulting Services, Software Outsourcing Services"
CGI,806,Canada,21.681,"Healthcare, Pharmaceutical, Pharmacy, HealthCare Products, Healthcare Service"
CARDINAL HEALTH,807,USA,21.652,"Financial Services, Banking Services"
CHINA MINSHENG BANKING,808,China,21.636,"Financial Services, Banking Services, Asset Management"
M&T BANK CORPORATION,809,USA,21.585,"Energy, Oil and Gas, Natural Gas Generation, Petrochemicals, Petroleum"
ECOPETROL,810,Colombia,21.522,"Food Products, FMCG, Consumer Non Durables, Package Foods"
KELLOGG COMPANY,811,USA,21.504,"Healthcare, Pharmaceutical, Biopharmaceutical, Biotechnology, Technology"
BEIGENE,812,China,21.485,"Financial Services, Investments, Stock Markets, Trading, Capital Markets"
RAYMOND JAMES FINANCIAL,813,USA,21.464,"Financial Services, Banking Services"
FIRSTRAND,814,South Africa,21.4,"Industries, Environmental Services, Professional Services, Waste and Trash Management"
VEOLIA ENVIRONNEMENT,815,France,21.393,"Technology, Software and IT, Cloud Services, Software Products, Software and IT Infrastructure"
ZSCALER,816,USA,21.329,"Financial Services, Banking Services, Trading, Securities, Asset Management"
STATE STREET CORPORATION,817,USA,21.324,"Industries, Aviation, Transportation, Freight Transport, Airlines"
RYANAIR HOLDINGS,818,Ireland,21.311,"Healthcare, HealthCare Products, Pharmaceutical"
HORIZON THERAPEUTICS PUBLIC COMPANY,819,Ireland,21.264,"Utilities, Electric Utilities, Energy, Power Generation, Electricity Generation"
ENDESA,820,Spain,21.242,"Beverages, Alcoholic Beverages, Non-Alcoholic Beverages, Beer"
CARLSBERG A/S,821,Denmark,21.15,"Industries, Courier, Logistics, Transportation, Freight Transport"
ZTO EXPRESS (CAYMAN),822,China,21.128,"Industries, Cameras & Accessories, Business Services, Office Equipment"
FUJIFILM HOLDINGS CORPORATION,823,Japan,21.08,"Financial Services, Banking Services, Asset Management, Insurance"
BANCO SANTANDER BRASIL SA,824,Brazil,21.054,"Financial Services, Banking Services, Asset Management"
DEUTSCHE BANK,825,Germany,20.992,"Healthcare, Pharmaceutical, Medical Equipment, HealthCare Products"
STERIS,826,Ireland,20.942,"Industries, Technology, Solar Power Devices, Electrical Products"
SUNGROW POWER SUPPLY,827,China,20.897,"Industries, Mining Equipment, Infrastructure, Heavy Machinery"
EPIROC AB (PUBL),828,Sweden,20.877,"Automobile, Automobile Parts, Machinery Manufacturing, Manufacturing"
TOYOTA INDUSTRIES CORPORATION,829,Japan,20.848,"Utilities, Electric Utilities, Gas Utilities, Energy, Power Generation"
AMEREN CORPORATION,830,USA,20.842,"Utilities, Electricity Generation, Power Generation, Energy, Electric Utilities"
FIRSTENERGY,831,USA,20.817,"Basic Materials, Mining, Coal Mining, Metals, Zinc"
TECK RESOURCES,832,Canada,20.762,"Energy, Chemicals, Mining, Coal Mining, Fertilizers"
SHAANXI COAL INDUSTRY COMPANY,833,China,20.714,"Food Products, Meat / Poultry / Fish / Chicken, Dairy Products, Consumer Non Durables, Meat / Poultry / Fish / Chicken"
HORMEL FOODS CORPORATION,834,USA,20.707,"Financial Services, Insurance, Investments"
HARTFORD FINANCIAL SERVICES GROUP,835,USA,20.694,"Financial Services, Banking Services"
SAUDI BRITISH BANK,836,Saudi Arabia,20.69,"Technology, Internet of Things, Sensors, Electronics, Capital Goods"
BOE TECHNOLOGY GROUP COMPANY,837,China,20.689,"Technology, Technology Hardware and Instruments, Laptops, Computers Hardware, Desktops"
HEWLETT PACKARD ENTERPRISE COMPANY,838,USA,20.683,"Technology, Electronics, Semiconductors, Solar Power Devices"
FIRST SOLAR,839,USA,20.671,"Financial Services, Insurance"
WILLIS TOWERS WATSON PUBLIC COMPANY,840,UK,20.657,"Basic Materials, Chemicals, Petrochemicals, Fertilizers, Iron and Steel"
INDUSTRIES QATAR,841,Qatar,20.619,"Internet or Mobile App Based Business, Financial Services, Technology, Cryptocurrency, Software and IT"
"COINBASE GLOBAL, INC",842,USA,20.617,"Technology, Software and IT Infrastructure, Cloud Services, Security Systems and Solutions, Network Hardware and Software"
CLOUDFLARE,843,USA,20.607,"Financial Services, Insurance"
SAMPO OYJ,844,Finland,20.582,"Financial Services, Insurance"
ORIX CORPORATION,845,Japan,20.569,Automobile
MAHINDRA & MAHINDRA,846,India,20.5,"Retail, Beauty and Personal Care, Consumer Services, FMCG"
ULTA BEAUTY,847,USA,20.461,"Real Estate, Consumer Services, Investments, Property Investments"
UDR,848,USA,20.431,"FMCG, Consumer Non Durables, Personal Care Products, Beauty and Personal Care"
UNICHARM CORPORATION,849,Japan,20.417,"Automobile, Automobile Parts, Retail, Capital Goods"
GENUINE PARTS COMPANY,850,USA,20.405,"Automobile, Electric Vehicles, Passenger Vehicles"
XPENG MOTORS,851,China,20.391,"Communication Services, Telecom, Mobile Services, Fixed Line Service, Internet Providers"
CHINA UNICOM (HONG KONG),852,China,20.38,"Utilities, Electric Utilities"
POWER GRID CORPORATION OF INDIA,853,India,20.379,"Real Estate, Property Investments, Investments, Commercial Properties, Consumer Services"
ALEXANDRIA REAL ESTATE EQUITIES,854,USA,20.362,"Financial Services, Banking Services"
SOCIETE GENERALE,855,France,20.282,"Utilities, Electricity Generation, Electric Utilities, Energy, Power Generation"
ENTERGY CORPORATION,856,USA,20.254,"Technology, Electronics, Mobiles, Software Products, Mobiles & Accessories"
NOKIA CORPORATION,857,Finland,20.24,"Animal Feed, Agriculture Products, Agriculture Related, Animal Healthcare Companies, Animal Health Medicine"
TONGWEI,858,China,20.225,"Real Estate, Rent / Lease Services"
KE HOLDINGS INC.,859,China,20.196,"Real Estate, Financial Services, Property Investments"
INVITATION HOMES,860,USA,20.182,"Basic Materials, Chemicals, FMCG, Personal Care Products, Cosmetics"
INTERNATIONAL FLAVORS & FRAGRANCES,861,USA,20.147,"Communication Services, Software and IT, Cloud Services, Network Hardware and Software"
ZOOM VIDEO COMMUNICATIONS,862,USA,20.119,"Technology, Internet or Mobile App Based Business, Network Hardware and Software, Infrastructure, Software and IT"
VERISIGN,863,USA,20.107,"Industries, Shipping"
COSCO SHIPPING HOLDINGS,864,China,20.098,"Tobacco Products, Cigarettes, Consumer Goods, Tobacco and Cigarette"
IMPERIAL BRANDS,865,UK,20.054,"Industries, Railway, Rail Transport, Railway Operating Company, Freight Transport"
EAST JAPAN RAILWAY COMPANY,866,Japan,20.039,Financial Services
ROCKET COMPANIES,867,USA,20.034,"Utilities, Energy, Electricity Generation, Power Generation, Electric Utilities"
EDP RENOVAVEIS,868,Spain,20.026,"Travel and Transport, Ships and Boats"
CARNIVAL PLC,869,USA,20.022,"Solar Power, Wind Power, Hydro-Electric Power"
"CHINA THREE GORGES RENEWABLES (GROUP) CO.,LTD.",870,China,20.022,"Industries, Construction, Infrastructure, Construction, Engineering Products"
CHINA COMMUNICATIONS CONSTRUCTION COMPANY,871,China,19.963,"Financial Services, Banking Services, Insurance, Brokerage Services, Investments"
CAPITAL GROUP,871,USA,19.929,"Industries, Railway, Capital Goods, Railway Vehicles and Railway Components"
CATHAY FINANCIAL HOLDING,872,Taiwan,19.903,"Technology, Software and IT, Software Products"
WABTEC CORPORATION,873,USA,19.894,"Basic Materials, Mining, Metals, Chemicals"
PAYCOM SOFTWARE,874,USA,19.87,"Communication Services, Consumer Services, Entertainment"
SOCIEDAD QUIMICA Y MINERA DE CHILE,875,Chile,19.851,"Industries, Transportation, Freight Transport, Logistics"
